   2.04175,    1.94963,    1.57558,    1.32793,    1.14589,   0.852107,    1.54892,    1.41832,    1.09124,    0.24407,  0.0518973, -0.000190311
   1.79016,     1.8141,    1.67515,     1.5891,     1.4279,    1.12412,    1.01364,   0.845685,   0.712777,   0.229697,   0.107827, -0.000268469
   1.69496,    1.31233,    2.32113,    1.75148,   0.797205,   0.729592,    1.24165,     1.4286,   0.261394,   0.280861,   0.188355, -0.00024223
  0.914119,    1.48938,    3.67175,    1.18663,   0.630853,   0.779355,   0.911261,    2.13507,   0.439973,   0.233687,   0.391752, -0.000336848
  0.697829,   0.979745,    3.92916,    1.55977,   0.671868,   0.970231,    1.50912,    2.02786,   -0.13411,   0.373741,   0.380887, 0.000114716
 -0.331661,   0.391661,    4.18302,    2.15465,  -0.674694,   0.536526,    2.15877,    1.75293,   0.250253,   0.487554,   0.415096, 0.000496516
 -0.302527,   0.188053,    4.19229,    1.29843,   0.226733,   0.507737,    2.00652,     1.5998,   0.430177,   0.163505,   0.403277, 0.000283936
  0.159267,   0.352516,    3.07927,   0.678793, -0.0993659,   0.232534,    2.00125,    2.09664,   0.563488,   0.121315,   0.239692, 0.000311887
   1.21805,    1.11702,    2.09998,   0.357951,    1.02866,   0.392221,    2.79756,    2.26402,   0.140864,   0.334435,  -0.019759, 0.000177308
   1.51976,    1.44824,   0.981344,    0.85182,    2.36755,    1.72905,    1.53807,    1.58835,  -0.222443,  -0.045556,  0.0688479, -0.000542555
   1.76407,    1.22367,   0.965823,    1.17577,    1.80427,    2.15178,    1.77583,    1.18491,   0.237497,  -0.182426, -0.0837436, -0.000588145
   1.94123,    1.47329,   0.969482,    1.19087,    2.45095,    2.23149,    1.79017,    1.83946,   0.190317, -0.0992138,  -0.108232, -0.000557399
   2.36332,    1.82597,   0.518115,   0.327203,    3.74932,    1.84457,    1.24064,    2.46895,   0.191046, -0.0575656, -0.0971743, 0.000254486
   2.14087,    1.42288,   0.808681,    0.17988,    2.69101,     1.7734,   0.916007,    2.16883,   0.182029,  -0.162912, -0.0513418, 0.00038311
   2.03787,    2.42467,   0.859612,   0.142561,    1.11782,    1.46681,     2.3881,    1.31508,   0.160511,  0.0992375, 0.00262131, -0.00012245
   1.92632,    1.96128,    1.54058,     1.4602,    1.54641,     1.6404,    1.48151,    1.06428,    0.65414,   0.233107,  0.0455601, -0.000279487
   2.16957,    2.47932,  0.0751134,  -0.665355,   0.306166,   0.568051,    1.18797,    1.92589,   0.665127,  0.0534443,  0.0421653, 0.00105597
   2.58692,    3.14142,  -0.896564,    2.03582,    2.79399,   0.973809,   0.144223,   0.669012,    1.01887,  -0.371517, -0.0745279, 0.00177477
     2.189,    2.64471,    1.58827,    2.85899,    1.47899,    0.47296,   -0.52315, -0.0479896,   0.656189,  -0.340654,  0.0870999, 0.000494028
   2.44512,    2.90668,     1.5845,    2.62287,     2.1854,   0.783076,  -0.136694, -0.0347472,   0.733025,  -0.264754,  0.0307045, 0.000687564
   2.50725,    3.66737,    1.72267,    2.72667,    3.78569,   0.457539,  -0.745371,   0.556639,   0.489211,  -0.505478,  0.0589623, 0.00155355
   2.90265,    3.04259,    2.03571,    3.48567,    3.48676,   0.883869,  -0.410826,   0.113239,   0.992676,  -0.438946,   -0.05458, 0.000994766
   2.81816,    2.83762,    2.51946,    3.26298,    3.81783,   0.917983,  -0.390419,   0.373032,   0.689917,  -0.172138, -0.0441813, 0.000659356
